geneID	Mapman ANN	description	At homolog	At Tair9 short description	RPKM-base	RPKM-1cm	RPKM+4 cm	RPKMtip	GeneName
AC203535.4_FG001	RNA.regulation of transcription.MYB domain transcription factor family	cell division cycle 5-like protein, putative, expressed	AT1G09770.1	ATCDC5 (ARABIDOPSIS THALIANA CELL DIVISION CYCLE 5); DNA binding / transcription factor	26.58494742	13.68468972	8.95045782	12.0048591	CDC5
AC203841.3_FG001	redox.glutaredoxins	OsGrx_S15.2 - glutaredoxin subgroup II, expressed	AT3G15660.2	GRX4 (GLUTAREDOXIN 4); metal ion binding	12.48166528	6.472269647	3.966142887	7.480553663	GRX4
AC203841.3_FG002	not assigned	pentatricopeptide repeat protein PPR986-12, putative, expressed	AT3G63370.1	pentatricopeptide (PPR) repeat-containing protein	2.238091045	7.029887247	1.975158442	1.186339383	OTP86
AC203862.4_FG001	protein.targeting.secretory pathway.vacuole	vacuolar processing enzyme precursor, putative, expressed	AT4G32940.1	GAMMA-VPE (GAMMA VACUOLAR PROCESSING ENZYME); cysteine-type endopeptidase	1.011979295	6.990406201	0.145272305	0.078580438	GAMMA-VPE
AC203862.4_FG003	DNA.synthesis/chromatin structure	spliceosome RNA helicase BAT1, putative, expressed	AT5G11200.1	DEAD/DEAH box helicase, putative	114.851894	89.22683524	36.43324019	41.48882568	UAP56b
AC203862.4_FG005	transport.metal	vacuolar cation/proton exchanger 1b, putative, expressed	AT3G51860.1	CAX3 (CATION EXCHANGER 3); calcium:cation antiporter/ calcium:hydrogen antiporter/ cation:cation antiporter	10.12365731	15.02418579	25.89371925	28.87062171	CAX3
AC203865.3_FG002	RNA.regulation of transcription.CPP(Zn),CPP1-related transcription factor family	TSO1, putative, expressed	AT3G22780.1	TSO1 (CHINESE FOR 'UGLY'); transcription factor	18.46049889	15.12809845	8.775088789	7.18627225	TSO1
AC203900.3_FG006	not assigned	leucine-rich repeat family protein, putative, expressed	AT4G18760.1	AtRLP51 (Receptor Like Protein 51); protein binding	2.31194595	0.032833327	0.014556402	0.047242938	RLP51
AC203957.3_FG004	RNA.regulation of transcription.bZIP transcription factor family	ocs element-binding factor 1, putative, expressed	AT1G75390.1	AtbZIP44 (Arabidopsis thaliana basic leucine-zipper 44); DNA binding / protein heterodimerization/ transcription factor	1.181234311	10.04008588	13.70685255	19.60581928	bZIP44
AC203966.5_FG002	not assigned	expressed protein	AT4G22890.4	PGR5-LIKE A	7.44955794	69.90910506	140.8819254	176.18743	PGR5-LIKE A
AC203966.5_FG004	not assigned	expressed protein	AT4G22890.4	PGR5-LIKE A	15.86651622	227.5566768	482.5987096	656.0320735	PGR5-LIKE A
AC203966.5_FG005	hormone metabolism.gibberelin.synthesis-degradation.GA20 oxidase	gibberellin 20 oxidase 1, putative, expressed	AT5G51810.1	GA20OX2 (GIBBERELLIN 20 OXIDASE 2); gibberellin 20-oxidase	5.22624737	2.124457496	1.364075698	1.106780121	GA20OX2
AC203972.3_FG001	stress.biotic	disease resistance protein RPM1, putative, expressed	AT3G07040.1	RPM1 (RESISTANCE TO P. SYRINGAE PV MACULICOLA 1); nucleotide binding / protein binding	0.167581085	4.069661865	2.873440116	0.628947742	RPM1
AC203985.4_FG001	transport.membrane system unknown	glycerol 3-phosphate permease, putative, expressed	AT3G47420.1	glycerol-3-phosphate transporter, putative / glycerol 3-phosphate permease, putative	0.402372644	0.475004063	11.35578138	22.92552971	G3Pp1
AC203985.4_FG005	not assigned	prefoldin subunit 2, putative, expressed	AT3G22480.2	prefoldin-related KE2 family protein	192.8877283	22.61702533	16.76659809	27.9416268	PDF2
AC204212.4_FG001	RNA.regulation of transcription.MYB domain transcription factor family	RADIALIS, putative, expressed	AT1G75250.2	ATRL6 (ARABIDOPSIS RAD-LIKE 6); transcription factor	11.9599974	19.79331216	406.6484012	608.6059058	RL6
AC204502.4_FG006	not assigned	plant-specific domain TIGR01568 family protein, expressed	AT2G30400.1	OFP2 (OVATE FAMILY PROTEIN 2)	0.278993187	7.866847085	0.06675035	0.054159722	OFP2
AC204530.4_FG002	not assigned	expressed protein	AT5G12290.1	DGS1 (DGD1 SUPPRESSOR 1)	7.960239102	2.550648137	1.011777471	1.577479712	DGS1
AC204530.4_FG006	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase	phosphatidylinositol-4-phosphate 5-kinase 4, putative, expressed	AT3G07960.1	phosphatidylinositol-4-phosphate 5-kinase family protein	6.754478362	2.256507017	0.15390845	0	PIP5K6
AC204857.3_FG001	redox.thioredoxin	OsPDIL1-4 - Oryza sativa protein disulfide isomerase, expressed	AT5G60640.2	ATPDIL1-4 (PDI-LIKE 1-4); protein disulfide isomerase	29.61238956	5.921691018	0.307313566	0.911898571	PDIL1-4
AC205008.4_FG002	transport.metal	cadmium/zinc-transporting ATPase 2, putative	AT4G30110.1	HMA2; cadmium-transporting ATPase	2.613430804	0.482966855	0.075169653	0.116437275	HMA2
AC205362.4_FG002	transport.amino acids	AAP6, putative, expressed	AT5G49630.1	AAP6 (AMINO ACID PERMEASE 6); acidic amino acid transmembrane transporter/ amino acid transmembrane transporter/ neutral amino acid transmembrane transporter	4.867568243	2.163276236	2.316718844	7.943388636	AAP6
AC205376.4_FG003	not assigned	expressed protein	AT4G04330.1	unknown protein	0.445568531	4.328205089	11.86860486	14.99268533	RbcX1
AC205413.4_FG001	stress.abiotic.cold	peroxidase 1 precursor, putative, expressed	AT1G05260.1	RCI3 (RARE COLD INDUCIBLE GENE 3); peroxidase	0.044426188	4.580189555	0.012991197	0.011499014	RCI3
AC205574.3_FG006	RNA.regulation of transcription.TCP transcription factor family	mutant cincinnata, putative, expressed	AT3G15030.2	TCP4 (TCP family transcription factor 4); transcription factor	69.15190358	0.55369984	0.394900259	0.450310337	TCP4
AC205608.4_FG004	transport.amino acids	peptide transporter PTR2, putative, expressed	AT2G02040.1	PTR2 (PEPTIDE TRANSPORTER 2); dipeptide transporter/ high affinity oligopeptide transporter/ nitrate transmembrane transporter/ peptide transporter/ transporter/ tripeptide transporter	6.716693254	46.61886201	40.63242851	15.41816856	PTR2
AC205677.3_FG001	cell.vesicle transport	AP3-complex beta-3A adaptin subunit, putative, expressed	AT3G55480.2	adaptin family protein	14.07133747	9.012360553	3.023095898	2.470024476	PAT2
AC205677.3_FG002	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S13	40S ribosomal protein S13, putative, expressed	AT4G00100.1	ATRPS13A (ARABIDOPSIS THALIANA RIBOSOMAL PROTEIN S13A); structural constituent of ribosome	584.8727755	104.8834638	13.86695123	43.38308947	RPS13A
AC205703.4_FG007	secondary metabolism.wax	steroid dehydrogenase KIK-I, putative, expressed	AT1G67730.1	YBR159; ketoreductase/ oxidoreductase	72.55306997	88.59693569	1.690902185	0.649051095	KCR1
AC205703.4_FG010	cell.organisation	expressed protein	AT1G24460.1	unknown protein	10.06454624	6.871952813	4.428602285	3.958540634	TNO1
AC206223.3_FG002	stress.abiotic.heat	heat shock protein binding protein, putative, expressed	AT3G08970.1	ATERDJ3A; oxidoreductase	4.315001757	8.402271719	16.2656367	10.91698258	ATERDJ3A
AC206514.2_FG001	stress.abiotic.heat	endoplasmin homolog precursor, putative, expressed	AT4G24190.2	SHD (SHEPHERD); ATP binding / unfolded protein binding	360.9472872	37.26740135	31.81528048	32.31418696	SHD
AC206586.2_FG007	RNA.regulation of transcription.bZIP transcription factor family	transcription factor RF2b, putative, expressed	AT1G06850.1	AtbZIP52 (Arabidopsis thaliana basic leucine zipper 52); DNA binding / transcription factor	24.55051003	0.695787107	0	0	bZIP52
AC206634.3_FG004	signalling.G-proteins	GTP-binding protein YPTM2, putative, expressed	AT5G47200.1	ATRAB1A; GTP binding	8.27786857	27.31142408	8.716922337	5.954837654	RAB1A
AC206764.4_FG005	not assigned	ACT domain containing protein, expressed	AT5G04740.1	ACT domain-containing protein	6.234292198	16.4108086	20.80342411	30.28278807	ACR12
AC206788.3_FG015	misc.UDP glucosyl and glucoronyl transferases	anthocyanidin 5,3-O-glucosyltransferase, putative, expressed	AT3G16520.3	UDP-glucoronosyl/UDP-glucosyl transferase family protein	6.542708582	10.90631854	19.08316566	42.50571447	UGT88A1
AC206951.3_FG017	RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family	ethylene-responsive element binding protein 2, putative, expressed	AT1G72360.3	ethylene-responsive element-binding protein, putative	8.224391987	19.17380756	25.4623232	49.74896814	ERF73
AC206968.3_FG003	protein.degradation.ubiquitin.proteasom	26S proteasome non-ATPase regulatory subunit 11, putative, expressed	AT1G29150.1	ATS9 (ARABIDOPSIS NON-ATPASE SUBUNIT 9)	46.71339083	36.29300142	18.37737179	12.85627494	ATS9
AC207347.3_FG005	transport.misc	synaptic vesicle 2-related protein, putative, expressed	AT3G13050.1	transporter-related	1.581243203	9.24904881	1.647519999	2.039797359	NiaP
AC207628.4_FG002	signalling.calcium	calmodulin binding protein, putative, expressed	AT1G74690.1	IQD31 (IQ-domain 31); calmodulin binding	19.41520637	12.83877924	2.377107676	0.637012179	IQD31
AC207628.4_FG006	major CHO metabolism.degradation.starch.starch cleavage	alpha-amylase isozyme C2 precursor, putative, expressed	AT1G69830.1	AMY3 (ALPHA-AMYLASE-LIKE 3); alpha-amylase	3.951999141	17.63064025	41.54042599	25.57280776	AMY3
AC207628.4_FG011	signalling.calcium	calmodulin binding protein, putative, expressed	AT1G74690.1	IQD31 (IQ-domain 31); calmodulin binding	61.54415329	23.91617183	4.520192312	1.106231123	IQD31
AC207652.3_FG001	protein.folding	heat shock protein binding protein, putative, expressed	AT5G12430.1	DNAJ heat shock N-terminal domain-containing protein	1.966423941	1.018753707	0.213282271	0.244309275	TPR16
AC207652.3_FG002	protein.degradation.serine protease	ATP-dependent Clp protease proteolytic subunit-like, putative, expressed	AT4G17040.1	ATP-dependent Clp protease proteolytic subunit, putative	14.06481424	46.27295573	14.79819417	17.96103578	CLPR4
AC207652.3_FG003	protein.degradation.serine protease	ATP-dependent Clp protease proteolytic subunit-like, putative, expressed	AT4G17040.1	ATP-dependent Clp protease proteolytic subunit, putative	56.09689157	73.88735048	25.0230025	25.92233846	CLPR4
AC207656.3_FG002	RNA.regulation of transcription.ARF, Auxin Response Factor family	auxin response factor 16, putative, expressed	AT4G30080.1	ARF16 (AUXIN RESPONSE FACTOR 16); miRNA binding / transcription factor	9.56663876	7.349460223	3.572307427	4.78068443	ARF16
AC207722.2_FG009	PS.lightreaction.photosystem II.LHC-II	chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed	AT2G34420.1	LHB1B2; chlorophyll binding	3501.202964	9288.558118	9458.080538	6708.576884	LHB1B2
AC207755.3_FG005	transport.amino acids	high-affinity cationic amino acid transporter 1, putative, expressed	AT5G04770.1	CAT6 (CATIONIC AMINO ACID TRANSPORTER 6); amino acid transmembrane transporter/ basic amino acid transmembrane transporter/ cationic amino acid transmembrane transporter	3.576207035	15.99756248	0.206174289	0.133828118	CAT6
AC207755.3_FG006	RNA.regulation of transcription.ABI3/VP1-related B3-domain-containing transcription factor family	B3 DNA binding domain containing protein, expressed	AT2G36080.2	DNA-binding protein, putative	4.160225272	0.116377203	0.042995777	0	ABS2
AC207890.3_FG002	RNA.regulation of transcription.Zn-finger(CCHC)	4SNc-Tudor domain protein, putative, expressed	AT5G07350.1	tudor domain-containing protein / nuclease family protein	78.64161675	19.17556133	6.550946064	7.962174158	Tudor1
AC208113.3_FG006	transport.misc	permease 1, putative, expressed	AT1G60030.1	xanthine/uracil permease family protein	0.626005374	290.5483206	0.249624242	0.243047346	NAT7
AC208201.3_FG003	not assigned	expressed protein	AT3G55990.1	ESK1 (ESKIMO 1)	4.859047705	27.32518234	1.064764124	0.546565106	ESK1
AC208204.3_FG006	stress.abiotic.heat	17.4 kDa class I heat shock protein 3, putative, expressed	AT3G46230.1	ATHSP17.4	561.7479562	148.3558751	41.56447729	90.63067403	HSP17.4
AC208346.3_FG004	RNA.regulation of transcription.unclassified	protein binding protein, putative, expressed	AT5G58430.1	ATEXO70B1 (exocyst subunit EXO70 family protein B1); protein binding	11.33861893	2.817687241	1.342423703	3.570195486	EXO70B1
AC208348.3_FG005	protein.synthesis.initiation	eukaryotic initiation factor 4A-3, putative, expressed	AT3G19760.1	eukaryotic translation initiation factor 4A, putative / eIF-4A, putative / DEAD box RNA helicase, putative	64.99745714	28.61303999	21.90353248	23.51361046	EIF4A-III
AC208358.3_FG005	not assigned	expressed protein	AT2G24070.2	unknown protein	3.514925763	4.678939591	0.028032049	0	QWRF4
AC208415.3_FG003	protein.targeting.secretory pathway.vacuole	vacuolar sorting receptor 3 precursor, putative, expressed	AT2G14740.2	ATVSR3 (ARABIDOPSIS THALIANA VACULOLAR SORTING RECEPTOR 3); calcium ion binding	32.17498765	18.61286469	18.86718213	20.45729695	VSR3
AC208829.4_FG001	hormone metabolism.abscisic acid.induced-regulated-responsive-activated	HVA22-like protein a, putative, expressed	AT1G74520.1	ATHVA22A	11.91397528	22.20833467	32.40122665	33.18560753	HVA22A
AC208833.3_FG005	protein.degradation	CAAX prenyl protease 1, putative, expressed	AT4G01320.1	ATSTE24; endopeptidase/ metalloendopeptidase	9.460733099	6.433508907	3.675765253	3.561152389	ATSTE24
AC208897.3_FG004	transport.sugars	sugar transport protein 8, putative, expressed	AT5G26340.1	MSS1; carbohydrate transmembrane transporter/ hexose:hydrogen symporter/ high-affinity hydrogen:glucose symporter/ sugar:hydrogen symporter	1.100832579	0	36.13336379	155.5097938	MSS1
AC208902.3_FG003	not assigned	CAAX prenyl protease 2, putative, expressed	AT2G36305.1	FACE2 (FARNESYLATED PROTEIN-CONVERTING ENZYME 2); endopeptidase	13.21038625	1.494816885	1.070540421	2.068124397	FACE2
AC208915.3_FG010	PS.lightreaction.photosystem II.LHC-II	chlorophyll a-b binding protein 2, chloroplast precursor, putative, expressed	AT2G34420.1	LHB1B2; chlorophyll binding	124.9800846	1779.93596	3211.324518	887.8878283	LHB1B2
AC209206.3_FG008	RNA.regulation of transcription.C2H2 zinc finger family	INDETERMINATE-related protein 9, putative, expressed	AT2G02070.1	AtIDD5 (Arabidopsis thaliana Indeterminate(ID)-Domain 5); nucleic acid binding / transcription factor/ zinc ion binding	17.3278717	9.24994493	8.331879334	15.58591716	IDD5
AC209206.3_FG011	development.unspecified	PINHEAD protein, putative, expressed	AT1G48410.1	AGO1 (ARGONAUTE 1); endoribonuclease/ miRNA binding / protein binding / siRNA binding	7.685162572	4.975360555	3.902915756	2.9136675	AGO1
AC209208.3_FG001	signalling.MAP kinases	YDA, putative, expressed	AT1G63700.1	YDA (YODA); ATP binding / kinase/ protein kinase/ protein serine/threonine kinase	5.705890233	9.382397168	8.838414501	5.421831722	YDA
AC209208.3_FG002	transport.Major Intrinsic Proteins.PIP	aquaporin PIP1.1, putative, expressed	AT4G23400.1	PIP1;5 (PLASMA MEMBRANE INTRINSIC PROTEIN 1;5); water channel	816.6345032	714.0640143	163.3266742	155.7479523	PIP1
AC209257.4_FG007	RNA.regulation of transcription.unclassified	protein binding protein, putative, expressed	AT5G58430.1	ATEXO70B1 (exocyst subunit EXO70 family protein B1); protein binding	7.671720394	4.051398067	2.598490975	2.103435574	EXO70B1
AC209257.4_FG008	not assigned	prenylated Rab receptor 2, putative, expressed	AT2G40380.1	PRA1.B2 (PRENYLATED RAB ACCEPTOR 1.B2)	102.5205044	14.48004958	8.276226864	10.25258439	PRA1.B2
AC209259.3_FG005	signalling.calcium	SF16-like protein, putative, expressed	AT5G13460.1	IQD11 (IQ-domain 11); calmodulin binding	33.50637986	4.113458366	2.27958742	3.247085373	IQD11
AC209374.4_FG001	protein.degradation	CAAX prenyl protease 1, putative, expressed	AT4G01320.1	ATSTE24; endopeptidase/ metalloendopeptidase	2.180239177	1.4643144	0.292706073	0.251356657	ATSTE24
AC209462.3_FG003	not assigned	peroxisomal membrane carrier protein, putative, expressed	AT2G39970.1	peroxisomal membrane protein (PMP36)	13.07761637	9.461359563	5.740934572	4.189261449	PXN
AC209462.3_FG004	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L4	50S ribosomal protein L4, chloroplast precursor, putative, expressed	AT1G07320.4	RPL4; poly(U) binding / structural constituent of ribosome	256.2873386	616.9808358	506.9372058	253.9503022	RPL4
AC209636.2_FG003	not assigned	hsr203J, putative, expressed	AT5G16080.1	AtCXE17 (Arabidopsis thaliana carboxyesterase 17); hydrolase	0.280543149	31.98285294	5.923444589	1.279824314	CXE17
AC209664.3_FG002	misc.UDP glucosyl and glucoronyl transferases	glycosyl transferase family 8 protein, expressed	AT3G02350.1	GAUT9 (Galacturonosyltransferase 9); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups	42.12338615	11.48152678	1.612512934	0.62488667	GAUT9
AC209755.3_FG003	protein.degradation.ubiquitin.E2	ubiquitin-conjugating enzyme E2-17 kDa 9, putative, expressed	AT4G27960.2	UBC9 (UBIQUITIN CONJUGATING ENZYME 9); ubiquitin-protein ligase	172.5696988	414.2021628	979.3180001	1324.971236	UBC9
AC209784.3_FG007	stress.abiotic.heat	heat shock cognate 70 kDa protein, putative, expressed	AT3G12580.1	HSP70 (heat shock protein 70); ATP binding	140.7557167	23.35356831	5.612427356	27.6767305	HSP70
AC209784.3_FG011	cell wall.cell wall proteins.AGPs	fasciclin-like arabinogalactan protein 8 precursor, putative, expressed	AT3G46550.1	SOS5 (salt overly sensitive 5); polysaccharide binding / protein binding	2.332040597	0.538649242	0.287451635	0.203330239	SOS5
AC209819.3_FG011	signalling.G-proteins	ras-related protein Rab7, putative, expressed	AT3G18820.1	ATRAB7B (ARABIDOPSIS RAB GTPASE HOMOLOG G3F); GTP binding	145.1297607	109.7636373	58.55914127	58.07360562	RAB7B
AC209819.3_FG012	signalling.G-proteins	rac-like GTP-binding protein 2, putative, expressed	AT4G28950.1	ROP9 (RHO-RELATED PROTEIN FROM PLANTS 9); GTP binding	37.52582305	7.684905289	0.64127627	0.491853306	ROP9
AC209919.3_FG002	protein.postranslational modification	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit Abeta isoform, putative, expressed	AT3G25800.1	PP2AA2 (PROTEIN PHOSPHATASE 2A SUBUNIT A2); protein phosphatase type 2A regulator	69.26133915	41.82615843	23.34026692	27.17962814	PP2AA2
AC209987.4_FG002	misc.cytochrome P450	cytochrome P450 77A3, putative, expressed	AT1G11600.1	CYP77B1; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding	142.925815	26.05498192	0.072346188	0	CYP77B1
